LSOA or DZ,Nation,Score,Rank,Decile
S01009341,Scotland,21.19403,3511,6
S01008139,Scotland,21.19368,3512,6
S01007584,Scotland,21.19296,3513,6
S01011412,Scotland,21.19094,3514,6
S01009157,Scotland,21.1901,3515,6
S01009165,Scotland,21.19003,3516,6
S01013054,Scotland,21.14994,3517,6
S01009206,Scotland,21.14933,3518,6
S01008482,Scotland,21.14563,3519,6
S01011620,Scotland,21.14537,3520,6
S01013304,Scotland,21.13742,3521,6
S01013270,Scotland,21.13278,3522,6
S01012532,Scotland,21.13245,3523,6
S01008260,Scotland,21.13095,3524,6
S01010074,Scotland,21.11606,3525,6
S01010822,Scotland,21.11474,3526,6
S01011162,Scotland,21.11296,3527,6
S01009183,Scotland,21.10796,3528,6
S01008426,Scotland,21.10706,3529,6
S01009933,Scotland,21.10301,3530,6
S01012284,Scotland,21.08463,3531,6
S01009852,Scotland,21.08334,3532,6
S01012236,Scotland,21.07654,3533,6
S01009854,Scotland,21.07557,3534,6
S01007114,Scotland,21.0754,3535,6
S01012240,Scotland,21.06155,3536,6
S01009311,Scotland,21.06098,3537,6
S01012051,Scotland,21.06058,3538,6
S01007122,Scotland,21.05066,3539,6
S01006827,Scotland,21.04072,3540,6
S01007949,Scotland,21.03963,3541,6
S01009335,Scotland,21.03862,3542,6
S01013354,Scotland,21.0329,3543,6
S01009302,Scotland,21.03169,3544,6
S01011043,Scotland,21.02914,3545,6
S01013068,Scotland,21.02665,3546,6
S01009127,Scotland,21.0254,3547,6
S01007726,Scotland,21.02526,3548,6
S01012374,Scotland,21.02468,3549,6
S01007982,Scotland,21.01407,3550,6
S01007436,Scotland,21.00644,3551,6
S01011078,Scotland,21.00295,3552,6
S01013145,Scotland,20.99693,3553,6
S01006839,Scotland,20.99387,3554,6
S01007515,Scotland,20.98642,3555,6
S01013380,Scotland,20.98517,3556,6
S01008005,Scotland,20.98503,3557,6
S01009411,Scotland,20.96843,3558,6
S01007747,Scotland,20.96804,3559,6
S01012077,Scotland,20.9668,3560,6
S01007219,Scotland,20.96478,3561,6
S01007973,Scotland,20.95986,3562,6
S01009557,Scotland,20.95236,3563,6
S01009050,Scotland,20.94841,3564,6
S01012445,Scotland,20.92865,3565,6
S01010033,Scotland,20.92629,3566,6
S01012461,Scotland,20.9255,3567,6
S01013307,Scotland,20.91135,3568,6
S01013037,Scotland,20.90644,3569,6
S01013326,Scotland,20.90557,3570,6
S01007075,Scotland,20.88627,3571,6
S01011772,Scotland,20.86743,3572,6
S01007134,Scotland,20.86377,3573,6
S01011205,Scotland,20.86287,3574,6
S01010071,Scotland,20.8551,3575,6
S01012027,Scotland,20.85092,3576,6
S01011521,Scotland,20.84776,3577,6
S01013358,Scotland,20.84578,3578,6
S01008165,Scotland,20.84473,3579,6
S01009577,Scotland,20.84451,3580,6
S01012463,Scotland,20.84172,3581,6
S01012036,Scotland,20.83646,3582,6
S01007265,Scotland,20.83501,3583,6
S01010027,Scotland,20.83482,3584,6
S01011022,Scotland,20.83202,3585,6
S01011816,Scotland,20.82208,3586,6
S01006779,Scotland,20.80932,3587,6
S01012109,Scotland,20.80506,3588,6
S01012089,Scotland,20.7977,3589,6
S01010631,Scotland,20.7962,3590,6
S01012254,Scotland,20.79611,3591,6
S01012597,Scotland,20.79225,3592,6
S01012905,Scotland,20.78915,3593,6
S01007407,Scotland,20.78847,3594,6
S01010635,Scotland,20.77448,3595,6
S01011134,Scotland,20.75889,3596,6
S01013444,Scotland,20.75717,3597,6
S01007749,Scotland,20.74213,3598,6
S01006728,Scotland,20.74154,3599,6
S01012475,Scotland,20.74047,3600,6
S01009175,Scotland,20.72552,3601,6
S01006723,Scotland,20.72002,3602,6
S01011280,Scotland,20.71476,3603,6
S01007600,Scotland,20.7058,3604,6
S01007297,Scotland,20.70425,3605,6
S01013356,Scotland,20.70033,3606,6
S01006720,Scotland,20.69593,3607,6
S01011430,Scotland,20.69322,3608,6
S01009388,Scotland,20.68319,3609,6
S01013172,Scotland,20.67834,3610,6
S01012239,Scotland,20.66455,3611,6
S01012903,Scotland,20.66357,3612,6
S01007428,Scotland,20.66287,3613,6
S01009853,Scotland,20.66098,3614,6
S01007751,Scotland,20.65978,3615,6
S01007273,Scotland,20.65068,3616,6
S01007123,Scotland,20.64985,3617,6
S01009167,Scotland,20.64976,3618,6
S01007158,Scotland,20.64528,3619,6
S01009802,Scotland,20.64019,3620,6
S01007235,Scotland,20.63389,3621,6
S01006883,Scotland,20.63069,3622,6
S01013080,Scotland,20.62531,3623,6
S01010804,Scotland,20.61908,3624,6
S01011482,Scotland,20.61478,3625,6
S01013209,Scotland,20.61473,3626,6
S01012612,Scotland,20.59235,3627,6
S01013260,Scotland,20.59221,3628,6
S01008185,Scotland,20.59095,3629,6
S01007210,Scotland,20.58983,3630,6
S01006970,Scotland,20.58938,3631,6
S01009081,Scotland,20.58226,3632,6
S01012626,Scotland,20.58195,3633,6
S01011104,Scotland,20.57778,3634,6
S01011024,Scotland,20.57373,3635,6
S01011517,Scotland,20.57014,3636,6
S01012709,Scotland,20.54073,3637,6
S01012451,Scotland,20.52789,3638,6
S01013296,Scotland,20.52708,3639,6
S01010611,Scotland,20.52579,3640,6
S01009556,Scotland,20.52497,3641,6
S01007992,Scotland,20.52392,3642,6
S01006893,Scotland,20.52319,3643,6
S01013384,Scotland,20.52279,3644,6
S01007807,Scotland,20.519,3645,6
S01011283,Scotland,20.5122,3646,6
S01010820,Scotland,20.50585,3647,6
S01013262,Scotland,20.49714,3648,6
S01007400,Scotland,20.49335,3649,6
S01010388,Scotland,20.48502,3650,6
S01012548,Scotland,20.47811,3651,6
S01011761,Scotland,20.47425,3652,6
S01011701,Scotland,20.47348,3653,6
S01011295,Scotland,20.45354,3654,6
S01011718,Scotland,20.45315,3655,6
S01008147,Scotland,20.4494,3656,6
S01011460,Scotland,20.44849,3657,6
S01012228,Scotland,20.44844,3658,6
S01013397,Scotland,20.44501,3659,6
S01009572,Scotland,20.44399,3660,6
S01012750,Scotland,20.44099,3661,6
S01009637,Scotland,20.43537,3662,6
S01010305,Scotland,20.43108,3663,6
S01008326,Scotland,20.42763,3664,6
S01009550,Scotland,20.42723,3665,6
S01009824,Scotland,20.42128,3666,6
S01011776,Scotland,20.4171,3667,6
S01007729,Scotland,20.41313,3668,6
S01012774,Scotland,20.40458,3669,6
S01013236,Scotland,20.40456,3670,6
S01007256,Scotland,20.399,3671,6
S01006891,Scotland,20.39772,3672,6
S01010756,Scotland,20.39272,3673,6
S01011459,Scotland,20.39231,3674,6
S01010709,Scotland,20.39015,3675,6
S01012113,Scotland,20.38808,3676,6
S01012668,Scotland,20.38573,3677,6
S01011764,Scotland,20.37631,3678,6
S01011505,Scotland,20.37372,3679,6
S01011654,Scotland,20.36858,3680,6
S01011707,Scotland,20.36825,3681,6
S01010775,Scotland,20.36688,3682,6
S01009405,Scotland,20.36645,3683,6
S01013324,Scotland,20.36555,3684,6
S01013465,Scotland,20.3613,3685,6
S01011790,Scotland,20.3609,3686,6
S01011121,Scotland,20.35679,3687,6
S01009718,Scotland,20.3546,3688,6
S01011277,Scotland,20.3497,3689,6
S01012076,Scotland,20.34907,3690,6
S01011407,Scotland,20.33898,3691,6
S01011750,Scotland,20.33493,3692,6
S01006730,Scotland,20.3334,3693,6
S01008254,Scotland,20.3301,3694,6
S01008722,Scotland,20.32364,3695,6
S01013464,Scotland,20.31767,3696,6
S01010035,Scotland,20.31609,3697,6
S01007781,Scotland,20.31032,3698,6
S01007124,Scotland,20.2942,3699,6
S01013393,Scotland,20.29383,3700,6
S01012554,Scotland,20.287,3701,6
S01012369,Scotland,20.27464,3702,6
S01013434,Scotland,20.27224,3703,6
S01009342,Scotland,20.25936,3704,6
S01009065,Scotland,20.25811,3705,6
S01007995,Scotland,20.25472,3706,6
S01010876,Scotland,20.24282,3707,6
S01006612,Scotland,20.2307,3708,6
S01010182,Scotland,20.22265,3709,6
S01013362,Scotland,20.22172,3710,6
S01008191,Scotland,20.22122,3711,6
S01010613,Scotland,20.2134,3712,6
S01009470,Scotland,20.21249,3713,6
S01012733,Scotland,20.20621,3714,6
S01007610,Scotland,20.19014,3715,6
S01012280,Scotland,20.18863,3716,6
S01011389,Scotland,20.18819,3717,6
S01010596,Scotland,20.18518,3718,6
S01011040,Scotland,20.18438,3719,6
S01009247,Scotland,20.17092,3720,6
S01007715,Scotland,20.15842,3721,6
S01010652,Scotland,20.15826,3722,6
S01010577,Scotland,20.15535,3723,6
S01011282,Scotland,20.15393,3724,6
S01011732,Scotland,20.12757,3725,6
S01011970,Scotland,20.1266,3726,6
S01011450,Scotland,20.12341,3727,6
S01008257,Scotland,20.1212,3728,6
S01008679,Scotland,20.11808,3729,6
S01009093,Scotland,20.11112,3730,6
S01006607,Scotland,20.10021,3731,6
S01008004,Scotland,20.09871,3732,6
S01006722,Scotland,20.09729,3733,6
S01013389,Scotland,20.09408,3734,6
S01009474,Scotland,20.08913,3735,6
S01006751,Scotland,20.08724,3736,6
S01007258,Scotland,20.08094,3737,6
S01009736,Scotland,20.07741,3738,6
S01012567,Scotland,20.07448,3739,6
S01013181,Scotland,20.07146,3740,6
S01012556,Scotland,20.06468,3741,6
S01012694,Scotland,20.06123,3742,6
S01007198,Scotland,20.05174,3743,6
S01013235,Scotland,20.04993,3744,6
S01008214,Scotland,20.04799,3745,6
S01013246,Scotland,20.04565,3746,6
S01007257,Scotland,20.04557,3747,6
S01008934,Scotland,20.04454,3748,6
S01009445,Scotland,20.04325,3749,6
S01011130,Scotland,20.04256,3750,6
S01007476,Scotland,20.04105,3751,6
S01009872,Scotland,20.03896,3752,6
S01012730,Scotland,20.02178,3753,6
S01008686,Scotland,20.01427,3754,6
S01007175,Scotland,20.01313,3755,6
S01010718,Scotland,20.00418,3756,6
S01011421,Scotland,20.00142,3757,6
S01006934,Scotland,19.99794,3758,6
S01012702,Scotland,19.99597,3759,6
S01011765,Scotland,19.98386,3760,6
S01008952,Scotland,19.98337,3761,6
S01013334,Scotland,19.97917,3762,6
S01007154,Scotland,19.97583,3763,6
S01006752,Scotland,19.97487,3764,6
S01013422,Scotland,19.97387,3765,6
S01010226,Scotland,19.97237,3766,6
S01012902,Scotland,19.96757,3767,6
S01012465,Scotland,19.96499,3768,6
S01008427,Scotland,19.96311,3769,6
S01013198,Scotland,19.93469,3770,6
S01009323,Scotland,19.92775,3771,6
S01011471,Scotland,19.92554,3772,6
S01012029,Scotland,19.91853,3773,6
S01009313,Scotland,19.91176,3774,6
S01010559,Scotland,19.90668,3775,6
S01009559,Scotland,19.89606,3776,6
S01011619,Scotland,19.89399,3777,6
S01010316,Scotland,19.89064,3778,6
S01013406,Scotland,19.88809,3779,6
S01012763,Scotland,19.88495,3780,6
S01007451,Scotland,19.88481,3781,6
S01008995,Scotland,19.88436,3782,6
S01007426,Scotland,19.86241,3783,6
S01008445,Scotland,19.86079,3784,6
S01007259,Scotland,19.85841,3785,6
S01007173,Scotland,19.85108,3786,6
S01011700,Scotland,19.84626,3787,6
S01012364,Scotland,19.84561,3788,6
S01013360,Scotland,19.84457,3789,6
S01011748,Scotland,19.84166,3790,6
S01008582,Scotland,19.83792,3791,6
S01011140,Scotland,19.83418,3792,6
S01007141,Scotland,19.8316,3793,6
S01007587,Scotland,19.82577,3794,6
S01012656,Scotland,19.82398,3795,6
S01011874,Scotland,19.82317,3796,6
S01007073,Scotland,19.82239,3797,6
S01009208,Scotland,19.80445,3798,6
S01010483,Scotland,19.80306,3799,6
S01009244,Scotland,19.79679,3800,6
S01013180,Scotland,19.79231,3801,6
S01011602,Scotland,19.79014,3802,6
S01012474,Scotland,19.7891,3803,6
S01011791,Scotland,19.78877,3804,6
S01007981,Scotland,19.78786,3805,6
S01013025,Scotland,19.77953,3806,6
S01010497,Scotland,19.77742,3807,6
S01008554,Scotland,19.77718,3808,6
S01011037,Scotland,19.77302,3809,6
S01013241,Scotland,19.76821,3810,6
S01009148,Scotland,19.7651,3811,6
S01006654,Scotland,19.76458,3812,6
S01013232,Scotland,19.74916,3813,6
S01007440,Scotland,19.74709,3814,6
S01011021,Scotland,19.74689,3815,6
S01011527,Scotland,19.73976,3816,6
S01006787,Scotland,19.73888,3817,6
S01008012,Scotland,19.73697,3818,6
S01008996,Scotland,19.73587,3819,6
S01007271,Scotland,19.73379,3820,6
S01012188,Scotland,19.72858,3821,6
S01007169,Scotland,19.72651,3822,6
S01013019,Scotland,19.72355,3823,6
S01012367,Scotland,19.71925,3824,6
S01012826,Scotland,19.71911,3825,6
S01007972,Scotland,19.7174,3826,6
S01011008,Scotland,19.71728,3827,6
S01010479,Scotland,19.71136,3828,6
S01008439,Scotland,19.70571,3829,6
S01007427,Scotland,19.70366,3830,6
S01013353,Scotland,19.70077,3831,6
S01010933,Scotland,19.69887,3832,6
S01010539,Scotland,19.69748,3833,6
S01011469,Scotland,19.69178,3834,6
S01008270,Scotland,19.68834,3835,6
S01012226,Scotland,19.68827,3836,6
S01009209,Scotland,19.67537,3837,6
S01011441,Scotland,19.66869,3838,6
S01006804,Scotland,19.66725,3839,6
S01010320,Scotland,19.66689,3840,6
S01011985,Scotland,19.66028,3841,6
S01013288,Scotland,19.65576,3842,6
S01009822,Scotland,19.64492,3843,6
S01008743,Scotland,19.62586,3844,6
S01008149,Scotland,19.62017,3845,6
S01011738,Scotland,19.61804,3846,6
S01013228,Scotland,19.61504,3847,6
S01006917,Scotland,19.61241,3848,6
S01006965,Scotland,19.60781,3849,6
S01007078,Scotland,19.60732,3850,6
S01008152,Scotland,19.60366,3851,6
S01011702,Scotland,19.60146,3852,6
S01012278,Scotland,19.59141,3853,6
S01006838,Scotland,19.57669,3854,6
S01007412,Scotland,19.57215,3855,6
S01008187,Scotland,19.56987,3856,6
S01011507,Scotland,19.56728,3857,6
S01011548,Scotland,19.56549,3858,6
S01013342,Scotland,19.56507,3859,6
S01006677,Scotland,19.56388,3860,6
S01010327,Scotland,19.56375,3861,6
S01006684,Scotland,19.56238,3862,6
S01006669,Scotland,19.55932,3863,6
S01010948,Scotland,19.55652,3864,6
S01012339,Scotland,19.55384,3865,6
S01010961,Scotland,19.55226,3866,6
S01007950,Scotland,19.54296,3867,6
S01012669,Scotland,19.53702,3868,6
S01011621,Scotland,19.52854,3869,6
S01008559,Scotland,19.52056,3870,6
S01010816,Scotland,19.5178,3871,6
S01008471,Scotland,19.51385,3872,6
S01007443,Scotland,19.50893,3873,6
S01010082,Scotland,19.49074,3874,6
S01007392,Scotland,19.4877,3875,6
S01010906,Scotland,19.48504,3876,6
S01006852,Scotland,19.48118,3877,6
S01013098,Scotland,19.48041,3878,6
S01009243,Scotland,19.47864,3879,6
S01011752,Scotland,19.47496,3880,6
S01007607,Scotland,19.47355,3881,6
S01007418,Scotland,19.47316,3882,6
S01011132,Scotland,19.46682,3883,6
S01010549,Scotland,19.45402,3884,6
S01006749,Scotland,19.45236,3885,6
S01009469,Scotland,19.45149,3886,6
S01012999,Scotland,19.44365,3887,6
S01012557,Scotland,19.44293,3888,6
S01006604,Scotland,19.44289,3889,6
S01012157,Scotland,19.4379,3890,6
S01011226,Scotland,19.43726,3891,6
S01006898,Scotland,19.43472,3892,6
S01009119,Scotland,19.43453,3893,6
S01010945,Scotland,19.41848,3894,6
S01008440,Scotland,19.41642,3895,6
S01010972,Scotland,19.41514,3896,6
S01013325,Scotland,19.41201,3897,6
S01008251,Scotland,19.40933,3898,6
S01009972,Scotland,19.40872,3899,6
S01012291,Scotland,19.40512,3900,6
S01010227,Scotland,19.38134,3901,6
S01013394,Scotland,19.38009,3902,6
S01007624,Scotland,19.37602,3903,6
S01009907,Scotland,19.37397,3904,6
S01013093,Scotland,19.37279,3905,6
S01011131,Scotland,19.37261,3906,6
S01007685,Scotland,19.37161,3907,6
S01009529,Scotland,19.36864,3908,6
S01008293,Scotland,19.36817,3909,6
S01009102,Scotland,19.36473,3910,6
S01012030,Scotland,19.3611,3911,6
S01012052,Scotland,19.35601,3912,6
S01011516,Scotland,19.35004,3913,6
S01009511,Scotland,19.34936,3914,6
S01010960,Scotland,19.33645,3915,6
S01008449,Scotland,19.33362,3916,6
S01012201,Scotland,19.32373,3917,6
S01009576,Scotland,19.32079,3918,6
S01009051,Scotland,19.3181,3919,6
S01009465,Scotland,19.31381,3920,6
S01010653,Scotland,19.30973,3921,6
S01006527,Scotland,19.29885,3922,6
S01009085,Scotland,19.29425,3923,6
S01009742,Scotland,19.27292,3924,6
S01007841,Scotland,19.26981,3925,6
S01008221,Scotland,19.26884,3926,6
S01013327,Scotland,19.26603,3927,6
S01008526,Scotland,19.26195,3928,6
S01011416,Scotland,19.25956,3929,6
S01008358,Scotland,19.25196,3930,6
S01009176,Scotland,19.25126,3931,6
S01012494,Scotland,19.24644,3932,6
S01007791,Scotland,19.24632,3933,6
S01011510,Scotland,19.22491,3934,6
S01007993,Scotland,19.21874,3935,6
S01010950,Scotland,19.2065,3936,6
S01009449,Scotland,19.20083,3937,6
S01010494,Scotland,19.19958,3938,6
S01011568,Scotland,19.19781,3939,6
S01007951,Scotland,19.19323,3940,6
S01012735,Scotland,19.19281,3941,6
S01011994,Scotland,19.19207,3942,6
S01010242,Scotland,19.18735,3943,6
S01013164,Scotland,19.1851,3944,6
S01010395,Scotland,19.18026,3945,6
S01011665,Scotland,19.17778,3946,6
S01006863,Scotland,19.17716,3947,6
S01010936,Scotland,19.17374,3948,6
S01012467,Scotland,19.16918,3949,6
S01011624,Scotland,19.16651,3950,6
S01009588,Scotland,19.16321,3951,6
S01006918,Scotland,19.15788,3952,6
S01008033,Scotland,19.15615,3953,6
S01007626,Scotland,19.15341,3954,6
S01011030,Scotland,19.15306,3955,6
S01013042,Scotland,19.14267,3956,6
S01007787,Scotland,19.1401,3957,6
S01012122,Scotland,19.14003,3958,6
S01012901,Scotland,19.13699,3959,6
S01008755,Scotland,19.13134,3960,6
S01011515,Scotland,19.11639,3961,6
S01011390,Scotland,19.11112,3962,6
S01009054,Scotland,19.10188,3963,6
S01009120,Scotland,19.10101,3964,6
S01008250,Scotland,19.10072,3965,6
S01013175,Scotland,19.10062,3966,6
S01013469,Scotland,19.09667,3967,6
S01007438,Scotland,19.09611,3968,6
S01013302,Scotland,19.08587,3969,6
S01006547,Scotland,19.07802,3970,6
S01010426,Scotland,19.07638,3971,6
S01013190,Scotland,19.07207,3972,6
S01007471,Scotland,19.06824,3973,6
S01006831,Scotland,19.0637,3974,6
S01013387,Scotland,19.06142,3975,6
S01007728,Scotland,19.06072,3976,6
S01009158,Scotland,19.05915,3977,6
S01013224,Scotland,19.05903,3978,6
S01011106,Scotland,19.05252,3979,6
S01013211,Scotland,19.05041,3980,6
S01009635,Scotland,19.04769,3981,6
S01009458,Scotland,19.04376,3982,6
S01007585,Scotland,19.03759,3983,6
S01012292,Scotland,19.03654,3984,6
S01008355,Scotland,19.02867,3985,6
S01007932,Scotland,19.02854,3986,6
S01006678,Scotland,19.02834,3987,6
S01011771,Scotland,19.02623,3988,6
S01008369,Scotland,19.02506,3989,6
S01009866,Scotland,19.02351,3990,6
S01013400,Scotland,19.02248,3991,6
S01009729,Scotland,19.01603,3992,6
S01011443,Scotland,19.01594,3993,6
S01012592,Scotland,19.01571,3994,6
S01007805,Scotland,19.01306,3995,6
S01007163,Scotland,19.00127,3996,6
S01009817,Scotland,18.99961,3997,6
S01006862,Scotland,18.99912,3998,6
S01009324,Scotland,18.9979,3999,6
S01011991,Scotland,18.99652,4000,6
S01011737,Scotland,18.99145,4001,6
S01007191,Scotland,18.99033,4002,6
S01009829,Scotland,18.98819,4003,6
S01012111,Scotland,18.97579,4004,6
S01011794,Scotland,18.97254,4005,6
S01010386,Scotland,18.97136,4006,6
S01009567,Scotland,18.96729,4007,6
S01009996,Scotland,18.95924,4008,6
S01007420,Scotland,18.94675,4009,6
S01012238,Scotland,18.93723,4010,6
S01011009,Scotland,18.92886,4011,6
S01009864,Scotland,18.92432,4012,6
S01007215,Scotland,18.91856,4013,6
S01013314,Scotland,18.91461,4014,6
S01007980,Scotland,18.91359,4015,6
S01012453,Scotland,18.90634,4016,6
S01008211,Scotland,18.90366,4017,6
S01009561,Scotland,18.90334,4018,6
S01012275,Scotland,18.90175,4019,6
S01009121,Scotland,18.89401,4020,6
S01011569,Scotland,18.88888,4021,6
S01012875,Scotland,18.88505,4022,6
S01007190,Scotland,18.8847,4023,6
S01011942,Scotland,18.88374,4024,6
S01008366,Scotland,18.88338,4025,6
S01008013,Scotland,18.86755,4026,6
S01007778,Scotland,18.86069,4027,6
S01009842,Scotland,18.83619,4028,6
S01007409,Scotland,18.82709,4029,6
S01010817,Scotland,18.82386,4030,6
S01012005,Scotland,18.82354,4031,6
S01011578,Scotland,18.82118,4032,6
S01013165,Scotland,18.82085,4033,6
S01007250,Scotland,18.81936,4034,6
S01011724,Scotland,18.81904,4035,6
S01011753,Scotland,18.80436,4036,6
S01012078,Scotland,18.80086,4037,6
S01008785,Scotland,18.7997,4038,6
S01010606,Scotland,18.79705,4039,6
S01010946,Scotland,18.79568,4040,6
S01012889,Scotland,18.78726,4041,6
S01013171,Scotland,18.7841,4042,6
S01008596,Scotland,18.78373,4043,6
S01009250,Scotland,18.77018,4044,6
S01011002,Scotland,18.76729,4045,6
S01010053,Scotland,18.7633,4046,6
S01006676,Scotland,18.7627,4047,6
S01011378,Scotland,18.76211,4048,6
S01007975,Scotland,18.76131,4049,6
S01011405,Scotland,18.75427,4050,6
S01012090,Scotland,18.754,4051,6
S01007603,Scotland,18.74052,4052,6
S01007074,Scotland,18.73605,4053,6
S01011842,Scotland,18.73389,4054,6
S01010068,Scotland,18.73034,4055,6
S01010125,Scotland,18.72804,4056,6
S01006531,Scotland,18.7252,4057,6
S01009301,Scotland,18.72324,4058,6
S01009248,Scotland,18.7186,4059,6
S01010823,Scotland,18.71439,4060,6
S01013458,Scotland,18.7071,4061,6
S01013460,Scotland,18.70463,4062,6
S01011649,Scotland,18.67789,4063,6
S01011260,Scotland,18.67358,4064,6
S01007145,Scotland,18.67135,4065,6
S01009581,Scotland,18.66699,4066,6
S01007984,Scotland,18.65709,4067,6
S01012533,Scotland,18.65693,4068,6
S01007264,Scotland,18.65257,4069,6
S01011467,Scotland,18.65209,4070,6
S01012224,Scotland,18.63344,4071,6
S01013297,Scotland,18.63141,4072,6
S01007188,Scotland,18.63126,4073,6
S01012657,Scotland,18.63054,4074,6
S01009441,Scotland,18.62925,4075,6
S01011786,Scotland,18.62788,4076,6
S01009509,Scotland,18.62398,4077,6
S01007937,Scotland,18.61727,4078,6
S01010119,Scotland,18.61638,4079,6
S01007405,Scotland,18.61206,4080,6
S01011988,Scotland,18.60991,4081,6
S01007742,Scotland,18.60883,4082,6
S01010144,Scotland,18.60662,4083,6
S01008210,Scotland,18.6041,4084,6
S01009385,Scotland,18.60345,4085,6
S01009174,Scotland,18.60251,4086,6
S01013233,Scotland,18.59223,4087,6
S01008794,Scotland,18.58896,4088,6
S01008017,Scotland,18.5852,4089,6
S01008454,Scotland,18.58438,4090,6
S01009735,Scotland,18.57769,4091,6
S01010840,Scotland,18.57607,4092,6
S01012613,Scotland,18.57254,4093,6
S01009408,Scotland,18.57187,4094,6
S01008796,Scotland,18.56976,4095,6
S01006748,Scotland,18.5635,4096,6
S01006947,Scotland,18.55793,4097,6
S01013045,Scotland,18.55243,4098,6
S01009768,Scotland,18.54432,4099,6
S01011267,Scotland,18.54116,4100,6
S01006672,Scotland,18.53802,4101,6
S01007711,Scotland,18.53688,4102,6
S01007623,Scotland,18.53437,4103,6
S01010818,Scotland,18.53069,4104,6
S01011500,Scotland,18.52948,4105,6
S01009487,Scotland,18.52618,4106,6
S01007862,Scotland,18.52532,4107,6
S01007209,Scotland,18.51957,4108,6
S01012217,Scotland,18.51783,4109,6
S01009502,Scotland,18.49603,4110,6
S01013311,Scotland,18.47739,4111,6
S01009604,Scotland,18.47537,4112,6
S01008904,Scotland,18.46727,4113,6
S01012858,Scotland,18.4668,4114,6
S01006680,Scotland,18.46465,4115,6
S01008036,Scotland,18.46278,4116,6
S01013131,Scotland,18.46077,4117,6
S01009889,Scotland,18.4598,4118,6
S01008252,Scotland,18.45605,4119,6
S01010908,Scotland,18.45389,4120,6
S01007933,Scotland,18.45309,4121,6
S01007433,Scotland,18.45042,4122,6
S01011742,Scotland,18.4504,4123,6
S01012185,Scotland,18.43209,4124,6
S01007081,Scotland,18.43158,4125,6
S01010867,Scotland,18.41889,4126,6
S01013391,Scotland,18.41255,4127,6
S01007236,Scotland,18.41119,4128,6
S01006860,Scotland,18.40702,4129,6
S01011124,Scotland,18.40637,4130,6
S01012552,Scotland,18.40492,4131,6
S01011499,Scotland,18.40348,4132,6
S01010351,Scotland,18.40142,4133,6
S01012385,Scotland,18.40024,4134,6
S01011023,Scotland,18.38248,4135,6
S01012832,Scotland,18.37974,4136,6
S01010432,Scotland,18.37695,4137,6
S01010886,Scotland,18.37477,4138,6
S01011674,Scotland,18.3722,4139,6
S01013303,Scotland,18.37076,4140,6
S01012930,Scotland,18.36533,4141,6
S01007798,Scotland,18.35986,4142,6
S01008544,Scotland,18.3536,4143,6
S01006890,Scotland,18.35354,4144,6
S01012373,Scotland,18.34501,4145,6
S01010126,Scotland,18.342,4146,6
S01011891,Scotland,18.33741,4147,6
S01009057,Scotland,18.33548,4148,6
S01013237,Scotland,18.33414,4149,6
S01006828,Scotland,18.33341,4150,6
S01009437,Scotland,18.32904,4151,6
S01008684,Scotland,18.32779,4152,6
S01012527,Scotland,18.32651,4153,6
S01008744,Scotland,18.32621,4154,6
S01013263,Scotland,18.31175,4155,6
S01007784,Scotland,18.30127,4156,6
S01009211,Scotland,18.28493,4157,6
S01009368,Scotland,18.2772,4158,6
S01011575,Scotland,18.27574,4159,6
S01013058,Scotland,18.27545,4160,6
S01008416,Scotland,18.27534,4161,6
S01011126,Scotland,18.27322,4162,6
S01009193,Scotland,18.26484,4163,6
S01008958,Scotland,18.26072,4164,6
S01010619,Scotland,18.25814,4165,6
S01007693,Scotland,18.25664,4166,6
S01009363,Scotland,18.25221,4167,6
S01013390,Scotland,18.24919,4168,6
S01007138,Scotland,18.23974,4169,6
S01012507,Scotland,18.23568,4170,6
S01011796,Scotland,18.23171,4171,6
S01011462,Scotland,18.22121,4172,6
S01011741,Scotland,18.21925,4173,6
S01010006,Scotland,18.21335,4174,6
S01011795,Scotland,18.21325,4175,6
S01010711,Scotland,18.21229,4176,6
S01011770,Scotland,18.20479,4177,6
S01009129,Scotland,18.19242,4178,6
S01009284,Scotland,18.18663,4179,6
S01009463,Scotland,18.18421,4180,6
S01011774,Scotland,18.18014,4181,6
S01009855,Scotland,18.17472,4182,6
S01009646,Scotland,18.17256,4183,6
S01009376,Scotland,18.16907,4184,6
S01013173,Scotland,18.16523,4185,6
S01010645,Scotland,18.1646,4186,7
S01008035,Scotland,18.1617,4187,7
S01012119,Scotland,18.15271,4188,7
S01012479,Scotland,18.13605,4189,7
S01011034,Scotland,18.13375,4190,7
S01009684,Scotland,18.12283,4191,7
S01006894,Scotland,18.11537,4192,7
S01010080,Scotland,18.11136,4193,7
S01007133,Scotland,18.10989,4194,7
S01007846,Scotland,18.10249,4195,7
S01010438,Scotland,18.10033,4196,7
S01009263,Scotland,18.09522,4197,7
S01009365,Scotland,18.09332,4198,7
S01011726,Scotland,18.09236,4199,7
S01009436,Scotland,18.08991,4200,7
S01007222,Scotland,18.08978,4201,7
S01011032,Scotland,18.089,4202,7
S01006710,Scotland,18.08813,4203,7
S01012614,Scotland,18.08589,4204,7
S01008259,Scotland,18.08293,4205,7
S01009361,Scotland,18.07002,4206,7
S01010448,Scotland,18.0686,4207,7
S01007780,Scotland,18.06816,4208,7
S01012277,Scotland,18.05398,4209,7
