LSOA or DZ,Nation,Score,Rank,Decile
S01007243,Scotland,40.75047,737,2
S01009150,Scotland,40.72555,738,2
S01011886,Scotland,40.72249,739,2
S01007942,Scotland,40.70104,740,2
S01011868,Scotland,40.67277,741,2
S01010758,Scotland,40.63061,742,2
S01007803,Scotland,40.62197,743,2
S01012006,Scotland,40.61745,744,2
S01011995,Scotland,40.5789,745,2
S01010108,Scotland,40.57742,746,2
S01009420,Scotland,40.55994,747,2
S01011433,Scotland,40.54316,748,2
S01012442,Scotland,40.5415,749,2
S01012590,Scotland,40.53447,750,2
S01012672,Scotland,40.50358,751,2
S01012071,Scotland,40.49695,752,2
S01012559,Scotland,40.48761,753,2
S01012319,Scotland,40.48149,754,2
S01007801,Scotland,40.46073,755,2
S01006973,Scotland,40.42698,756,2
S01010672,Scotland,40.42032,757,2
S01012892,Scotland,40.39873,758,2
S01012428,Scotland,40.38487,759,2
S01009714,Scotland,40.3567,760,2
S01011869,Scotland,40.35213,761,2
S01011857,Scotland,40.34664,762,2
S01010784,Scotland,40.34399,763,2
S01006808,Scotland,40.34273,764,2
S01007372,Scotland,40.33184,765,2
S01012360,Scotland,40.33037,766,2
S01010270,Scotland,40.32255,767,2
S01012376,Scotland,40.31203,768,2
S01010228,Scotland,40.309,769,2
S01010749,Scotland,40.28928,770,2
S01010137,Scotland,40.28591,771,2
S01011871,Scotland,40.27374,772,2
S01010769,Scotland,40.25185,773,2
S01012883,Scotland,40.24185,774,2
S01011346,Scotland,40.20924,775,2
S01011982,Scotland,40.20013,776,2
S01007549,Scotland,40.19356,777,2
S01007336,Scotland,40.16658,778,2
S01012666,Scotland,40.16355,779,2
S01012448,Scotland,40.14157,780,2
S01010353,Scotland,40.1212,781,2
S01009675,Scotland,40.12043,782,2
S01010547,Scotland,40.10383,783,2
S01007247,Scotland,40.10361,784,2
S01011879,Scotland,40.0375,785,2
S01011996,Scotland,40.03142,786,2
S01011144,Scotland,40.03024,787,2
S01012405,Scotland,40.01902,788,2
S01007985,Scotland,39.98994,789,2
S01012350,Scotland,39.98614,790,2
S01011711,Scotland,39.97771,791,2
S01010895,Scotland,39.97745,792,2
S01007964,Scotland,39.97626,793,2
S01006981,Scotland,39.95446,794,2
S01012305,Scotland,39.9469,795,2
S01011291,Scotland,39.94564,796,2
S01010873,Scotland,39.93952,797,2
S01007204,Scotland,39.93616,798,2
S01010167,Scotland,39.92346,799,2
S01010548,Scotland,39.92099,800,2
S01012492,Scotland,39.89529,801,2
S01010887,Scotland,39.88584,802,2
S01007926,Scotland,39.86796,803,2
S01011197,Scotland,39.85522,804,2
S01011213,Scotland,39.841,805,2
S01007966,Scotland,39.84057,806,2
S01010891,Scotland,39.83861,807,2
S01010896,Scotland,39.83689,808,2
S01009426,Scotland,39.80643,809,2
S01007545,Scotland,39.76402,810,2
S01010179,Scotland,39.76386,811,2
S01010740,Scotland,39.72299,812,2
S01011314,Scotland,39.70177,813,2
S01007319,Scotland,39.69655,814,2
S01009241,Scotland,39.66958,815,2
S01006819,Scotland,39.65082,816,2
S01010721,Scotland,39.63695,817,2
S01007447,Scotland,39.62984,818,2
S01011272,Scotland,39.62853,819,2
S01007895,Scotland,39.61253,820,2
S01011312,Scotland,39.58349,821,2
S01008248,Scotland,39.58059,822,2
S01011847,Scotland,39.57964,823,2
S01011235,Scotland,39.57547,824,2
S01012351,Scotland,39.57173,825,2
S01011064,Scotland,39.56861,826,2
S01007228,Scotland,39.56675,827,2
S01013238,Scotland,39.54282,828,2
S01007497,Scotland,39.54092,829,2
S01006871,Scotland,39.5357,830,2
S01007598,Scotland,39.51124,831,2
S01007100,Scotland,39.50228,832,2
S01007575,Scotland,39.47531,833,2
S01007917,Scotland,39.47126,834,2
S01007619,Scotland,39.46295,835,2
S01010898,Scotland,39.44728,836,2
S01010861,Scotland,39.44034,837,2
S01009712,Scotland,39.42016,838,2
S01009680,Scotland,39.41647,839,2
S01010350,Scotland,39.41162,840,2
S01010128,Scotland,39.39712,841,2
S01009274,Scotland,39.39342,842,2
S01010851,Scotland,39.34692,843,2
S01010680,Scotland,39.33277,844,2
S01010051,Scotland,39.31531,845,2
S01007368,Scotland,39.31394,846,2
S01013113,Scotland,39.30756,847,2
S01007519,Scotland,39.27382,848,2
S01012489,Scotland,39.25319,849,2
S01006806,Scotland,39.25291,850,2
S01006789,Scotland,39.23574,851,2
S01009636,Scotland,39.21954,852,2
S01007302,Scotland,39.21019,853,2
S01011099,Scotland,39.1913,854,2
S01011961,Scotland,39.15093,855,2
S01010050,Scotland,39.1364,856,2
S01012266,Scotland,39.11988,857,2
S01011290,Scotland,39.10604,858,2
S01009677,Scotland,39.09788,859,2
S01012288,Scotland,39.09014,860,2
S01010169,Scotland,39.07739,861,2
S01007901,Scotland,39.06916,862,2
S01011423,Scotland,39.06426,863,2
S01012667,Scotland,39.04778,864,2
S01007194,Scotland,39.03195,865,2
S01007338,Scotland,39.02463,866,2
S01011063,Scotland,39.01762,867,2
S01007642,Scotland,39.01671,868,2
S01009698,Scotland,39.01592,869,2
S01011833,Scotland,38.99802,870,2
S01009269,Scotland,38.98754,871,2
S01010535,Scotland,38.97923,872,2
S01009678,Scotland,38.97549,873,2
S01009799,Scotland,38.97001,874,2
S01010921,Scotland,38.9665,875,2
S01013185,Scotland,38.95571,876,2
S01006972,Scotland,38.9459,877,2
S01012634,Scotland,38.92849,878,2
S01012099,Scotland,38.92173,879,2
S01007647,Scotland,38.91499,880,2
S01007941,Scotland,38.90854,881,2
S01010230,Scotland,38.86505,882,2
S01011449,Scotland,38.8539,883,2
S01007482,Scotland,38.82368,884,2
S01009978,Scotland,38.82253,885,2
S01008247,Scotland,38.80695,886,2
S01010063,Scotland,38.80009,887,2
S01011179,Scotland,38.79906,888,2
S01011339,Scotland,38.78832,889,2
S01007952,Scotland,38.77508,890,2
S01006856,Scotland,38.77452,891,2
S01011311,Scotland,38.76755,892,2
S01009983,Scotland,38.7617,893,2
S01010770,Scotland,38.75152,894,2
S01012587,Scotland,38.748,895,2
S01007983,Scotland,38.74603,896,2
S01010727,Scotland,38.74436,897,2
S01012108,Scotland,38.74093,898,2
S01008249,Scotland,38.74018,899,2
S01008011,Scotland,38.71797,900,2
S01009534,Scotland,38.70166,901,2
S01010826,Scotland,38.68642,902,2
S01007404,Scotland,38.67503,903,2
S01012307,Scotland,38.67417,904,2
S01009471,Scotland,38.65352,905,2
S01007754,Scotland,38.64932,906,2
S01007639,Scotland,38.64591,907,2
S01011084,Scotland,38.64104,908,2
S01007679,Scotland,38.63234,909,2
S01007673,Scotland,38.63185,910,2
S01012648,Scotland,38.62293,911,2
S01010165,Scotland,38.62288,912,2
S01007643,Scotland,38.60665,913,2
S01010048,Scotland,38.60074,914,2
S01010759,Scotland,38.56913,915,2
S01008282,Scotland,38.56461,916,2
S01011864,Scotland,38.5577,917,2
S01012401,Scotland,38.55417,918,2
S01009433,Scotland,38.50469,919,2
S01009542,Scotland,38.49224,920,2
S01010326,Scotland,38.49192,921,2
S01010162,Scotland,38.48766,922,2
S01007486,Scotland,38.48103,923,2
S01011501,Scotland,38.46097,924,2
S01011068,Scotland,38.45201,925,2
S01012589,Scotland,38.45072,926,2
S01007096,Scotland,38.45047,927,2
S01009427,Scotland,38.44286,928,2
S01007678,Scotland,38.43224,929,2
S01006870,Scotland,38.41967,930,2
S01009273,Scotland,38.41845,931,2
S01011239,Scotland,38.41147,932,2
S01011251,Scotland,38.33656,933,2
S01010312,Scotland,38.32843,934,2
S01011885,Scotland,38.31815,935,2
S01010107,Scotland,38.30134,936,2
S01010696,Scotland,38.29905,937,2
S01012039,Scotland,38.29512,938,2
S01010333,Scotland,38.26701,939,2
S01007106,Scotland,38.26558,940,2
S01011512,Scotland,38.24527,941,2
S01012542,Scotland,38.23529,942,2
S01011218,Scotland,38.21118,943,2
S01012315,Scotland,38.20982,944,2
S01009633,Scotland,38.20321,945,2
S01011340,Scotland,38.18822,946,2
S01010925,Scotland,38.18783,947,2
S01010766,Scotland,38.18744,948,2
S01007967,Scotland,38.17998,949,2
S01011082,Scotland,38.16286,950,2
S01011855,Scotland,38.16039,951,2
S01007830,Scotland,38.12922,952,2
S01011710,Scotland,38.11771,953,2
S01006794,Scotland,38.10865,954,2
S01010336,Scotland,38.10456,955,2
S01008146,Scotland,38.10113,956,2
S01009262,Scotland,38.08476,957,2
S01012440,Scotland,38.05567,958,2
S01011960,Scotland,38.05519,959,2
S01011309,Scotland,38.04919,960,2
S01012044,Scotland,38.04557,961,2
S01011852,Scotland,38.00643,962,2
S01011603,Scotland,38.00621,963,2
S01007009,Scotland,37.99719,964,2
S01009651,Scotland,37.98024,965,2
S01011209,Scotland,37.97576,966,2
S01007110,Scotland,37.96839,967,2
S01010224,Scotland,37.96358,968,2
S01010178,Scotland,37.95405,969,2
S01009663,Scotland,37.94835,970,2
S01011152,Scotland,37.93879,971,2
S01011143,Scotland,37.93598,972,2
S01010202,Scotland,37.92629,973,2
S01011472,Scotland,37.90631,974,2
S01011581,Scotland,37.86252,975,2
S01006974,Scotland,37.85678,976,2
S01007576,Scotland,37.85536,977,2
S01007722,Scotland,37.84547,978,2
S01010922,Scotland,37.83959,979,2
S01010077,Scotland,37.8386,980,2
S01011071,Scotland,37.81224,981,2
S01010768,Scotland,37.80258,982,2
S01011170,Scotland,37.78724,983,2
S01010118,Scotland,37.78645,984,2
S01011850,Scotland,37.78552,985,2
S01010359,Scotland,37.78532,986,2
S01009740,Scotland,37.78124,987,2
S01007719,Scotland,37.7782,988,2
S01012320,Scotland,37.7698,989,2
S01010120,Scotland,37.74589,990,2
S01010543,Scotland,37.7228,991,2
S01010331,Scotland,37.72008,992,2
S01010110,Scotland,37.71814,993,2
S01009460,Scotland,37.71367,994,2
S01012023,Scotland,37.7022,995,2
S01010215,Scotland,37.69766,996,2
S01010151,Scotland,37.68979,997,2
S01012582,Scotland,37.68741,998,2
S01007717,Scotland,37.65089,999,2
S01010114,Scotland,37.64919,1000,2
S01013242,Scotland,37.6375,1001,2
S01007927,Scotland,37.63517,1002,2
S01012326,Scotland,37.62654,1003,2
S01012837,Scotland,37.62522,1004,2
S01010509,Scotland,37.62092,1005,2
S01010029,Scotland,37.61827,1006,2
S01007899,Scotland,37.60916,1007,2
S01012394,Scotland,37.60803,1008,2
S01009432,Scotland,37.59054,1009,2
S01009673,Scotland,37.58757,1010,2
S01013369,Scotland,37.58557,1011,2
S01007716,Scotland,37.58285,1012,2
S01008285,Scotland,37.58281,1013,2
S01011091,Scotland,37.56857,1014,2
S01010150,Scotland,37.56511,1015,2
S01007506,Scotland,37.55972,1016,2
S01011238,Scotland,37.5235,1017,2
S01013057,Scotland,37.516,1018,2
S01012695,Scotland,37.50177,1019,2
S01013074,Scotland,37.50131,1020,2
S01009240,Scotland,37.5,1021,2
S01011225,Scotland,37.49406,1022,2
S01013240,Scotland,37.48955,1023,2
S01010141,Scotland,37.48683,1024,2
S01010806,Scotland,37.48296,1025,2
S01007725,Scotland,37.4767,1026,2
S01007744,Scotland,37.47448,1027,2
S01011997,Scotland,37.4587,1028,2
S01011292,Scotland,37.45131,1029,2
S01011883,Scotland,37.44089,1030,2
S01006636,Scotland,37.43775,1031,2
S01011616,Scotland,37.42748,1032,2
S01010633,Scotland,37.39436,1033,2
S01009940,Scotland,37.3915,1034,2
S01012665,Scotland,37.38556,1035,2
S01009265,Scotland,37.34408,1036,2
S01010499,Scotland,37.33419,1037,2
S01012535,Scotland,37.32944,1038,2
S01009234,Scotland,37.32323,1039,2
S01010160,Scotland,37.31979,1040,2
S01011882,Scotland,37.30944,1041,2
S01012395,Scotland,37.30374,1042,2
S01010793,Scotland,37.30031,1043,2
S01006814,Scotland,37.29189,1044,2
S01012047,Scotland,37.27641,1045,2
S01010330,Scotland,37.24282,1046,2
S01011207,Scotland,37.22458,1047,2
S01009711,Scotland,37.21469,1048,2
S01009860,Scotland,37.21238,1049,2
S01009664,Scotland,37.21061,1050,2
S01007947,Scotland,37.19374,1051,2
S01011554,Scotland,37.19142,1052,2
S01011668,Scotland,37.18218,1053,2
S01010926,Scotland,37.18093,1054,2
S01012256,Scotland,37.17488,1055,2
S01013222,Scotland,37.1698,1056,2
S01011787,Scotland,37.16353,1057,2
S01012069,Scotland,37.15715,1058,2
S01012314,Scotland,37.15558,1059,2
S01012498,Scotland,37.14629,1060,2
S01006984,Scotland,37.14603,1061,2
S01010732,Scotland,37.13987,1062,2
S01010262,Scotland,37.12627,1063,2
S01007027,Scotland,37.10734,1064,2
S01010778,Scotland,37.10609,1065,2
S01007367,Scotland,37.10077,1066,2
S01010659,Scotland,37.07736,1067,2
S01013223,Scotland,37.068,1068,2
S01007365,Scotland,37.06654,1069,2
S01011475,Scotland,37.06633,1070,2
S01012438,Scotland,37.06584,1071,2
S01013108,Scotland,37.05153,1072,2
S01007314,Scotland,37.03272,1073,2
S01012316,Scotland,37.02913,1074,2
S01009685,Scotland,37.01408,1075,2
S01011383,Scotland,37.00887,1076,2
S01011224,Scotland,37.0087,1077,2
S01010181,Scotland,37.00847,1078,2
S01012021,Scotland,36.99958,1079,2
S01012348,Scotland,36.98663,1080,2
S01011837,Scotland,36.98258,1081,2
S01010920,Scotland,36.95475,1082,2
S01011356,Scotland,36.94488,1083,2
S01011220,Scotland,36.93893,1084,2
S01009670,Scotland,36.93856,1085,2
S01007035,Scotland,36.93658,1086,2
S01008712,Scotland,36.93113,1087,2
S01013207,Scotland,36.91912,1088,2
S01007017,Scotland,36.91357,1089,2
S01013244,Scotland,36.90158,1090,2
S01008930,Scotland,36.8966,1091,2
S01011202,Scotland,36.88813,1092,2
S01012645,Scotland,36.87634,1093,2
S01010358,Scotland,36.86611,1094,2
S01009275,Scotland,36.86093,1095,2
S01007487,Scotland,36.86043,1096,2
S01010734,Scotland,36.85702,1097,2
S01013112,Scotland,36.85606,1098,2
S01011198,Scotland,36.841,1099,2
S01010147,Scotland,36.8288,1100,2
S01007485,Scotland,36.81473,1101,2
S01009778,Scotland,36.79695,1102,2
S01011986,Scotland,36.79662,1103,2
S01007999,Scotland,36.79566,1104,2
S01007797,Scotland,36.76732,1105,2
S01010112,Scotland,36.76251,1106,2
S01012400,Scotland,36.75919,1107,2
S01009282,Scotland,36.73436,1108,2
S01007853,Scotland,36.72444,1109,2
S01012361,Scotland,36.72199,1110,2
S01011488,Scotland,36.71172,1111,2
S01012011,Scotland,36.70914,1112,2
S01012257,Scotland,36.69475,1113,2
S01012270,Scotland,36.67733,1114,2
S01007718,Scotland,36.67651,1115,2
S01007362,Scotland,36.67447,1116,2
S01012644,Scotland,36.66593,1117,2
S01009859,Scotland,36.66109,1118,2
S01012352,Scotland,36.65926,1119,2
S01011815,Scotland,36.63578,1120,2
S01011617,Scotland,36.62462,1121,2
S01010641,Scotland,36.62071,1122,2
S01011148,Scotland,36.61859,1123,2
S01010075,Scotland,36.61045,1124,2
S01007037,Scotland,36.6038,1125,2
S01012264,Scotland,36.57905,1126,2
S01011404,Scotland,36.55917,1127,2
S01010154,Scotland,36.55253,1128,2
S01011236,Scotland,36.54202,1129,2
S01007583,Scotland,36.53973,1130,2
S01011418,Scotland,36.52954,1131,2
S01010733,Scotland,36.52883,1132,2
S01009628,Scotland,36.52562,1133,2
S01007011,Scotland,36.52487,1134,2
S01010067,Scotland,36.50978,1135,2
S01012538,Scotland,36.5087,1136,2
S01009971,Scotland,36.50564,1137,2
S01007741,Scotland,36.4948,1138,2
S01013166,Scotland,36.49164,1139,2
S01011203,Scotland,36.47375,1140,2
S01007111,Scotland,36.46382,1141,2
S01013251,Scotland,36.46309,1142,2
S01011065,Scotland,36.45567,1143,2
S01012502,Scotland,36.43512,1144,2
S01007892,Scotland,36.42605,1145,2
S01007541,Scotland,36.41995,1146,2
S01007928,Scotland,36.41835,1147,2
S01012055,Scotland,36.3954,1148,2
S01012344,Scotland,36.39152,1149,2
S01009862,Scotland,36.39108,1150,2
S01011348,Scotland,36.38997,1151,2
S01011556,Scotland,36.38734,1152,2
S01011069,Scotland,36.37448,1153,2
S01010849,Scotland,36.37267,1154,2
S01009871,Scotland,36.37031,1155,2
S01011957,Scotland,36.36581,1156,2
S01011067,Scotland,36.36308,1157,2
S01012424,Scotland,36.36133,1158,2
S01009630,Scotland,36.33108,1159,2
S01006631,Scotland,36.32752,1160,2
S01012490,Scotland,36.31398,1161,2
S01007241,Scotland,36.30638,1162,2
S01007793,Scotland,36.30523,1163,2
S01011535,Scotland,36.30496,1164,2
S01012000,Scotland,36.29477,1165,2
S01007140,Scotland,36.29436,1166,2
S01009938,Scotland,36.28793,1167,2
S01007369,Scotland,36.26022,1168,2
S01009547,Scotland,36.25413,1169,2
S01012370,Scotland,36.25378,1170,2
S01006797,Scotland,36.24574,1171,2
S01007969,Scotland,36.23942,1172,2
S01011445,Scotland,36.23833,1173,2
S01006869,Scotland,36.23373,1174,2
S01007381,Scotland,36.23372,1175,2
S01010492,Scotland,36.22435,1176,2
S01011486,Scotland,36.21953,1177,2
S01007914,Scotland,36.21832,1178,2
S01011863,Scotland,36.19549,1179,2
S01012893,Scotland,36.19253,1180,2
S01012536,Scotland,36.1875,1181,2
S01007845,Scotland,36.17566,1182,2
S01013248,Scotland,36.15103,1183,2
S01010643,Scotland,36.14272,1184,2
S01013078,Scotland,36.12976,1185,2
S01010777,Scotland,36.12221,1186,2
S01011836,Scotland,36.11704,1187,2
S01009631,Scotland,36.11614,1188,2
S01007659,Scotland,36.11341,1189,2
S01009073,Scotland,36.10923,1190,2
S01010728,Scotland,36.07232,1191,2
S01007965,Scotland,36.06853,1192,2
S01009266,Scotland,36.0685,1193,2
S01010735,Scotland,36.06401,1194,2
S01010540,Scotland,36.05847,1195,2
S01007022,Scotland,36.05369,1196,2
S01010761,Scotland,36.04465,1197,2
S01009429,Scotland,36.03773,1198,2
S01010157,Scotland,36.02477,1199,2
S01007199,Scotland,36.02349,1200,2
S01011088,Scotland,36.0101,1201,2
S01009654,Scotland,36.00856,1202,2
S01010049,Scotland,36.00624,1203,2
S01010337,Scotland,36,1204,2
S01009544,Scotland,35.98456,1205,2
S01010121,Scotland,35.97535,1206,2
S01009272,Scotland,35.97408,1207,2
S01012381,Scotland,35.96571,1208,2
S01010171,Scotland,35.96236,1209,2
S01009985,Scotland,35.95226,1210,2
S01013374,Scotland,35.92334,1211,2
S01011384,Scotland,35.9169,1212,2
S01011973,Scotland,35.9134,1213,2
S01010133,Scotland,35.91335,1214,2
S01011591,Scotland,35.91191,1215,2
S01010106,Scotland,35.90153,1216,2
S01012392,Scotland,35.90112,1217,2
S01007567,Scotland,35.89674,1218,2
S01010139,Scotland,35.89013,1219,2
S01007028,Scotland,35.88516,1220,2
S01010092,Scotland,35.88187,1221,2
S01011212,Scotland,35.87603,1222,2
S01009674,Scotland,35.87055,1223,2
S01011683,Scotland,35.86648,1224,2
S01009943,Scotland,35.85794,1225,2
S01012655,Scotland,35.85002,1226,2
S01006949,Scotland,35.84882,1227,2
S01010134,Scotland,35.84482,1228,2
S01011199,Scotland,35.83604,1229,2
S01013306,Scotland,35.83027,1230,2
S01010478,Scotland,35.82727,1231,2
S01010495,Scotland,35.81548,1232,2
S01013072,Scotland,35.80051,1233,2
S01012086,Scotland,35.79404,1234,2
S01009232,Scotland,35.78668,1235,2
S01010744,Scotland,35.7824,1236,2
S01011018,Scotland,35.77187,1237,2
S01011338,Scotland,35.7657,1238,2
S01009759,Scotland,35.75612,1239,2
S01013395,Scotland,35.75588,1240,2
S01010767,Scotland,35.73739,1241,2
S01012829,Scotland,35.73425,1242,2
S01010828,Scotland,35.72021,1243,2
S01013030,Scotland,35.69264,1244,2
S01011083,Scotland,35.68975,1245,2
S01011142,Scotland,35.67525,1246,2
S01009671,Scotland,35.67081,1247,2
S01010361,Scotland,35.67038,1248,2
S01012544,Scotland,35.6596,1249,2
S01011062,Scotland,35.65128,1250,2
S01007930,Scotland,35.62529,1251,2
S01007465,Scotland,35.61536,1252,2
S01007923,Scotland,35.61141,1253,2
S01006666,Scotland,35.58879,1254,2
S01007704,Scotland,35.58365,1255,2
S01010211,Scotland,35.58231,1256,2
S01009535,Scotland,35.58222,1257,2
S01011513,Scotland,35.56868,1258,2
S01013035,Scotland,35.56235,1259,2
S01007681,Scotland,35.54214,1260,2
S01009737,Scotland,35.53848,1261,2
S01007893,Scotland,35.53115,1262,2
S01012636,Scotland,35.52784,1263,2
S01012429,Scotland,35.51098,1264,2
S01009776,Scotland,35.50961,1265,2
S01011633,Scotland,35.49173,1266,2
S01007316,Scotland,35.48284,1267,2
S01011473,Scotland,35.46232,1268,2
S01012885,Scotland,35.44758,1269,2
S01007532,Scotland,35.43378,1270,2
S01011188,Scotland,35.43364,1271,2
S01012065,Scotland,35.42276,1272,2
S01006634,Scotland,35.41981,1273,2
S01010209,Scotland,35.41145,1274,2
S01009632,Scotland,35.39718,1275,2
S01010884,Scotland,35.37768,1276,2
S01007529,Scotland,35.37161,1277,2
S01013161,Scotland,35.37108,1278,2
S01011491,Scotland,35.35737,1279,2
S01009038,Scotland,35.35561,1280,2
S01007039,Scotland,35.35185,1281,2
S01010019,Scotland,35.33802,1282,2
S01007189,Scotland,35.33416,1283,2
S01006922,Scotland,35.32905,1284,2
S01007363,Scotland,35.31047,1285,2
S01010231,Scotland,35.29168,1286,2
S01007539,Scotland,35.28125,1287,2
S01007831,Scotland,35.27016,1288,2
S01012337,Scotland,35.26037,1289,2
S01011165,Scotland,35.25756,1290,2
S01009626,Scotland,35.23137,1291,2
S01007020,Scotland,35.21745,1292,2
S01010462,Scotland,35.20699,1293,2
S01011849,Scotland,35.20517,1294,2
S01009036,Scotland,35.19583,1295,2
S01011376,Scotland,35.19146,1296,2
S01009970,Scotland,35.17675,1297,2
S01010338,Scotland,35.1646,1298,2
S01010827,Scotland,35.16102,1299,2
S01007662,Scotland,35.15897,1300,2
S01011967,Scotland,35.14127,1301,2
S01011100,Scotland,35.12592,1302,2
S01010325,Scotland,35.10556,1303,2
S01007231,Scotland,35.09574,1304,2
S01013142,Scotland,35.08362,1305,2
S01012327,Scotland,35.08211,1306,2
S01007611,Scotland,35.08052,1307,2
S01010556,Scotland,35.07106,1308,2
S01009709,Scotland,35.06615,1309,2
S01011576,Scotland,35.05585,1310,2
S01010550,Scotland,35.05352,1311,2
S01011271,Scotland,35.04508,1312,2
S01011234,Scotland,35.04002,1313,2
S01010900,Scotland,35.03932,1314,2
S01010086,Scotland,35.03531,1315,2
S01010923,Scotland,35.01817,1316,2
S01009450,Scotland,35.01222,1317,2
S01011610,Scotland,34.99519,1318,2
S01010927,Scotland,34.99447,1319,2
S01007918,Scotland,34.97414,1320,2
S01010779,Scotland,34.96624,1321,2
